Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0,78,1,0,0.0,2,155.0,106,42.0,8.77,11.8
0,61,1,1,2.32,0,288.7,101,90.2,10.19,8.6
0,58,1,1,3.02,1,240.4,80,81.2,5.95,11.2
0,155,1,0,0.0,1,190.3,123,58.0,15.07,8.0
1,100,1,0,0.32,0,278.0,76,66.2,8.84,8.3
0,113,1,0,0.0,1,155.0,93,55.0,16.53,13.5
0,81,1,0,0.0,2,153.5,99,43.0,9.88,6.3
0,135,1,1,3.32,1,273.4,141,93.2,7.7,12.3
0,99,1,0,0.0,0,155.3,93,49.0,13.29,12.4
0,59,1,1,1.84,1,133.1,114,60.4,11.06,6.8
0,135,1,0,0.0,1,246.8,129,58.0,9.39,12.6
0,85,0,0,0.0,2,165.4,107,45.0,9.8,9.6
0,70,1,0,0.31,0,59.5,103,35.1,12.86,11.1
0,88,1,0,0.0,3,138.3,116,44.0,11.8,9.6
0,55,1,0,0.0,2,286.7,100,61.0,6.72,6.9
0,75,1,0,0.34,1,117.3,114,41.4,10.06,12.2
0,79,1,1,1.7,4,264.3,79,80.0,10.14,6.3
0,85,1,0,0.25,0,127.9,107,47.5,13.56,12.5
0,86,1,1,2.65,0,225.5,107,86.5,12.32,9.8
0,91,1,0,0.0,0,149.0,115,47.0,12.27,8.3
0,149,1,1,3.86,1,198.9,77,96.6,13.7,14.3
1,97,1,0,0.0,1,256.4,125,67.0,13.7,11.1
1,88,1,0,0.0,1,264.8,124,66.0,12.27,14.8
0,60,1,0,0.0,2,98.2,88,33.0,9.03,9.3
0,54,1,0,0.16,2,159.8,99,51.6,13.2,9.7
0,11,1,1,1.62,3,190.6,86,68.2,11.01,6.0
0,109,1,0,0.0,0,184.0,120,42.0,6.02,11.0
0,90,1,0,0.0,1,261.8,128,64.0,11.03,9.6
0,115,1,0,0.0,3,147.9,109,45.0,11.42,9.6
0,144,1,1,2.73,1,106.4,109,55.3,5.41,10.1
0,91,1,0,0.0,0,133.7,75,40.0,9.77,5.9
0,105,1,1,2.3,0,193.5,85,75.0,11.01,8.5
1,71,0,0,0.0,3,178.2,113,45.0,8.39,13.6
1,132,1,1,2.84,3,226.2,103,82.4,9.08,10.5
0,112,1,0,0.38,1,170.4,103,49.8,10.01,11.6
0,86,1,1,3.0,3,70.9,163,57.0,8.34,11.1
0,41,1,1,4.64,2,194.4,63,101.4,12.75,17.2
0,44,1,0,0.0,1,240.3,146,55.0,8.23,10.6
0,78,1,0,0.0,3,75.0,116,34.0,12.44,9.5
0,149,1,0,0.0,1,69.1,117,24.0,6.82,6.3
1,72,1,1,1.67,4,96.6,59,60.7,15.77,6.2
0,139,1,1,4.0,0,214.6,101,97.0,11.76,14.8
0,74,1,0,0.0,3,148.5,111,38.0,7.33,9.9
0,50,1,0,0.29,1,258.1,106,60.9,8.07,11.7
0,141,1,1,2.05,3,149.7,112,60.5,8.13,7.6
0,140,1,0,0.0,1,149.8,134,40.0,8.22,8.1
0,99,1,0,0.0,2,190.4,102,46.0,7.91,11.2
0,166,1,0,0.21,1,181.4,108,55.1,12.69,11.6
0,124,1,0,0.0,1,151.1,123,42.0,9.37,5.3
0,74,1,0,0.0,0,155.7,116,42.0,8.69,8.1
0,117,1,0,0.0,2,149.9,95,48.0,12.81,13.3
0,85,1,0,0.0,3,222.3,132,58.0,11.58,11.0
0,36,1,1,1.81,0,149.4,111,55.1,6.59,6.7
0,102,0,0,0.0,0,233.8,103,59.0,11.08,12.8
0,76,1,0,0.0,0,204.2,100,60.0,14.63,10.5
0,165,1,0,0.0,1,242.9,126,60.0,10.49,0.0
0,130,1,0,0.0,1,150.4,119,46.0,11.53,12.3
0,78,1,0,0.0,0,208.9,119,57.0,12.62,12.8
1,55,0,0,0.32,1,191.9,91,58.2,12.81,14.3
1,92,0,0,0.21,2,130.7,113,47.1,13.03,9.4
0,129,1,1,1.59,2,119.6,104,60.9,13.94,5.9
0,18,1,0,0.0,1,273.6,93,57.0,5.73,8.2
0,161,0,0,0.0,2,156.1,114,42.0,9.02,11.1
0,93,1,1,2.16,2,178.7,134,67.6,8.93,8.0
0,144,1,0,0.0,2,177.5,93,55.0,14.37,11.9
1,75,0,0,0.0,4,211.3,61,45.0,5.28,9.7
0,95,1,0,0.0,1,175.2,91,51.0,12.22,7.5
0,126,1,1,3.4,3,114.3,102,70.0,9.52,12.6
0,124,1,1,2.03,1,251.4,104,82.3,11.26,7.5
1,93,0,0,0.0,1,216.9,61,55.0,10.37,17.5
0,109,0,1,2.51,0,217.2,138,75.1,7.28,9.3
0,80,1,0,0.0,0,206.3,97,49.0,7.75,12.4
0,41,1,0,0.19,1,159.3,66,39.9,6.3,11.1
0,136,1,1,3.08,2,143.1,88,75.8,11.83,11.4
1,92,1,0,0.0,3,154.0,122,55.0,16.49,5.6
0,143,1,1,3.13,1,186.6,69,82.3,11.1,11.6
1,118,1,1,2.59,5,170.8,114,71.9,9.98,9.6
0,193,1,1,3.32,1,124.0,102,72.2,10.15,12.3
0,73,1,0,0.0,3,198.3,94,58.0,13.97,14.8
0,62,1,0,0.0,2,172.8,101,47.0,10.24,9.1
0,30,1,1,1.78,0,217.4,74,73.8,10.69,6.6
1,60,0,1,3.78,0,265.9,113,101.8,10.79,14.0
0,148,1,1,4.73,1,93.6,137,80.3,9.69,17.5
0,96,1,0,0.0,2,98.2,100,43.0,15.36,7.6
0,52,1,0,0.35,2,214.7,68,53.5,7.93,9.4
0,87,1,0,0.0,1,168.2,92,48.0,11.24,12.9
0,41,1,0,0.21,3,202.9,97,50.1,7.69,9.0
0,112,1,0,0.0,1,261.4,108,58.0,7.73,11.6
1,88,1,0,0.0,4,73.3,86,27.0,8.07,8.2
0,122,1,1,2.48,7,253.7,84,87.8,11.46,9.2
0,61,1,0,0.0,2,45.0,108,21.0,7.57,9.8
0,87,1,0,0.38,1,231.3,105,57.8,8.59,13.0
0,176,1,0,0.25,2,47.4,125,25.5,8.39,10.5
0,30,1,0,0.0,0,227.4,88,55.0,9.13,12.5
0,95,1,1,3.21,0,40.9,126,51.1,6.67,11.9
0,46,1,0,0.0,2,124.8,133,35.0,7.87,8.6
0,100,0,0,0.19,0,68.5,110,42.9,16.86,12.1
0,47,1,1,2.11,2,163.5,77,67.1,10.16,7.8
0,77,1,0,0.0,2,163.0,112,47.0,10.96,6.7
0,98,1,1,2.89,2,213.7,61,86.9,12.65,10.7
0,125,1,1,1.46,1,201.3,117,52.6,2.11,5.4
0,67,1,0,0.22,4,310.4,97,61.2,3.33,9.2
0,194,1,0,0.0,1,48.4,101,33.0,14.06,18.2
0,128,1,1,3.78,1,171.2,88,79.8,7.29,14.0
0,190,1,1,2.3,0,166.5,93,67.0,9.15,8.5
0,165,1,0,0.0,0,216.6,126,54.0,9.54,12.4
0,59,1,0,0.0,2,107.8,113,37.0,10.83,9.9
0,47,1,1,2.11,1,141.3,94,60.1,8.4,7.8
0,150,1,1,1.78,0,209.9,77,67.8,7.9,6.6
1,152,0,1,3.83,9,237.5,120,100.3,12.67,14.2
0,26,1,0,0.0,3,234.5,109,59.0,10.83,3.5
0,79,1,1,3.29,3,103.1,90,71.9,12.15,12.2
0,95,1,1,3.21,1,129.5,106,76.1,12.45,11.9
1,69,0,0,0.0,2,279.8,90,69.0,12.44,8.4
1,95,0,1,2.78,5,136.8,91,68.8,10.04,10.3
0,31,1,1,1.59,0,100.1,54,53.9,12.32,5.9
0,121,1,1,2.73,4,237.1,63,85.3,10.28,10.1
1,111,1,0,0.0,4,172.8,58,45.0,9.16,7.9
0,157,1,0,0.0,2,224.5,111,56.0,10.04,11.5
1,44,1,0,0.21,3,288.1,112,73.1,12.9,10.2
0,61,0,0,0.0,2,78.2,103,30.0,9.8,10.1
0,65,1,0,0.0,2,148.7,80,48.0,12.95,12.7
0,74,1,1,3.54,2,194.6,84,79.4,6.0,13.1
0,123,1,0,0.0,0,159.5,77,53.0,15.19,12.0
0,58,1,1,2.57,1,194.5,110,77.7,10.69,9.5
1,74,1,0,0.0,2,174.1,96,51.0,12.56,8.3
0,125,1,0,0.39,2,131.8,97,38.9,6.84,7.7
0,80,1,0,0.0,1,160.6,103,48.0,11.85,10.7
0,53,1,1,1.94,0,146.8,107,71.4,15.5,7.2
0,99,1,1,2.46,1,200.7,88,81.6,13.21,9.1
0,99,1,0,0.33,1,145.6,106,37.3,4.92,10.9
0,66,1,1,2.16,2,229.4,104,82.6,12.87,8.0
0,97,1,0,0.0,3,211.0,76,52.0,9.45,4.7
0,75,1,1,3.05,2,121.5,97,74.5,13.57,11.3
0,85,0,0,0.0,2,216.0,73,53.0,9.41,3.6
0,108,1,0,0.0,2,293.0,88,64.0,8.03,10.0
1,133,0,1,4.16,2,221.1,137,102.6,13.25,15.4
0,51,1,0,0.0,1,181.5,108,48.0,9.85,10.3
0,186,1,1,3.92,2,74.3,107,67.2,8.87,14.5
0,44,0,0,0.0,1,62.3,92,34.0,13.75,10.8
0,64,1,1,2.43,3,228.6,88,84.3,12.43,9.0
1,44,1,0,0.33,2,228.1,121,66.3,13.83,9.9
0,114,1,1,3.83,1,309.9,90,108.3,10.02,14.2
0,92,1,0,0.16,3,201.9,74,55.6,11.34,13.7
0,110,1,0,0.29,2,149.8,112,43.9,9.0,11.7
0,90,1,1,2.08,1,183.8,76,71.8,11.49,7.7
0,72,1,1,4.46,1,186.7,108,105.6,16.75,16.5
1,113,1,0,0.0,1,209.4,151,66.0,17.37,7.4
0,171,1,1,2.75,3,223.2,77,81.5,9.16,10.2
0,104,1,0,0.0,1,164.2,109,42.0,7.77,10.7
0,165,1,0,0.13,1,150.5,75,43.3,9.66,10.3
1,104,1,0,0.0,0,234.2,128,65.0,14.66,9.8
0,110,1,0,0.0,1,55.3,102,24.0,8.24,10.2
0,90,0,0,0.0,1,221.8,97,56.0,10.19,8.4
0,114,1,0,0.4,1,169.6,85,38.0,2.95,7.4
1,101,1,0,0.0,5,89.7,118,38.0,13.01,13.5
0,117,1,1,2.32,1,80.2,81,56.2,10.95,8.6
0,109,1,0,0.42,2,218.9,105,67.2,15.0,11.3
0,82,1,0,0.0,1,125.7,96,40.0,10.38,12.9
0,92,1,0,0.31,2,176.3,85,41.1,4.67,9.6
0,82,1,1,2.57,2,207.2,111,82.7,12.71,9.5
0,90,1,0,0.0,2,205.7,138,49.0,8.1,12.5
0,87,1,1,0.0,1,151.4,95,39.0,7.62,0.0
0,124,1,0,0.0,3,157.5,70,38.0,6.54,9.6
0,39,1,0,0.0,2,160.4,68,36.0,5.13,9.1
0,84,1,0,0.0,1,159.0,80,42.0,8.4,12.3
0,75,1,1,2.48,0,214.1,62,78.8,10.05,9.2
0,102,1,0,0.0,2,102.6,89,39.0,12.3,9.1
1,62,0,0,0.0,0,159.7,86,44.0,9.88,13.9
0,143,1,0,0.27,1,202.8,109,51.7,8.29,4.6
0,53,1,0,0.0,3,57.5,95,33.0,13.28,11.6
0,30,1,0,0.0,1,169.9,144,49.0,11.26,11.4
1,112,1,0,0.0,2,335.5,77,76.0,10.63,12.7
0,129,1,0,0.0,0,139.5,119,49.0,14.47,13.1
0,63,1,1,1.78,1,142.3,107,52.8,5.94,6.6
0,28,1,0,0.0,0,187.8,94,54.0,12.43,10.6
0,111,1,0,0.0,3,146.2,55,48.0,13.08,8.7
0,91,1,0,0.0,3,231.8,120,53.0,7.53,11.6
0,90,1,0,0.0,1,193.7,83,47.0,7.71,12.7
0,151,1,0,0.24,4,156.4,108,49.4,11.67,7.7
1,105,0,1,3.56,1,220.7,82,92.6,10.89,13.2
0,41,1,1,1.97,2,239.8,110,79.7,11.1,7.3
0,48,1,1,2.16,1,172.0,111,68.6,10.01,8.0
0,166,0,1,2.38,2,128.2,138,69.8,13.73,8.8
0,79,1,0,0.0,3,130.2,119,47.0,14.55,14.0
0,153,1,0,0.0,1,195.4,107,47.0,7.73,11.6
1,110,0,0,0.0,0,293.3,79,66.0,9.43,14.5
0,163,1,0,0.0,1,191.3,89,49.0,9.7,12.8
0,126,1,0,0.0,1,122.4,88,34.0,7.19,11.5
0,105,1,1,2.86,2,209.6,68,77.6,7.35,10.6
0,172,1,0,0.0,3,215.7,140,50.0,7.32,7.1
0,126,1,0,0.0,0,161.4,110,47.0,11.03,5.1
0,97,1,0,0.27,3,144.2,91,46.7,11.34,13.8
1,95,0,1,1.11,0,220.2,109,65.1,9.27,4.1
0,87,1,0,0.0,4,256.2,105,58.0,8.04,7.4
0,97,1,0,0.0,1,112.7,119,38.0,10.89,6.5
1,76,1,0,0.0,0,299.5,125,71.0,11.34,13.7
0,140,1,0,0.0,0,194.8,107,48.0,8.55,13.9
0,169,1,0,0.0,0,100.8,112,37.0,11.5,9.5
0,68,1,1,1.3,3,82.5,97,52.0,14.5,4.8
0,122,1,1,4.21,2,146.4,104,75.1,4.49,15.6
0,36,1,0,0.0,2,177.9,129,50.0,11.23,10.8
0,120,1,1,2.75,5,153.5,84,70.5,9.7,10.2
0,121,1,0,0.0,1,150.7,105,43.0,9.87,9.2
0,64,1,1,2.03,0,180.1,106,62.3,6.38,7.5
0,13,1,1,3.48,1,265.3,94,92.8,7.38,12.9
0,106,1,0,0.0,0,128.6,83,34.0,6.7,11.4
0,88,1,0,0.0,2,161.5,92,43.0,8.68,7.9
0,74,1,0,0.0,1,165.3,120,45.0,9.93,9.8
0,83,1,0,0.0,0,195.0,92,52.0,10.53,11.0
0,49,1,0,0.0,0,213.8,79,59.0,13.26,15.6
0,111,1,1,3.78,1,205.5,114,91.8,10.97,14.0
0,50,1,1,2.3,3,252.9,112,82.0,8.9,8.5
0,153,1,1,4.16,0,235.6,74,101.6,11.4,15.4
0,88,1,0,0.0,1,192.0,91,44.0,6.38,7.5
0,131,1,1,2.46,0,69.1,122,45.6,5.07,9.1
1,79,1,0,0.0,3,261.7,97,63.0,10.53,6.0
0,140,1,0,0.0,2,235.5,81,62.0,12.86,11.5
0,105,1,0,0.38,1,213.4,100,57.8,10.25,9.5
0,54,1,1,2.48,3,206.9,143,71.8,6.39,9.2
0,87,1,1,2.3,3,263.8,65,77.0,5.17,8.5
0,96,1,1,2.84,1,183.4,126,76.4,9.78,10.5
1,79,1,0,0.0,5,157.6,85,44.0,9.71,9.4
0,55,1,0,0.0,0,175.6,147,44.0,8.09,9.3
0,130,1,0,0.0,2,242.5,101,50.0,5.14,9.3
0,34,1,0,0.0,0,151.0,102,37.0,6.57,9.9
0,139,1,0,0.29,1,138.1,103,40.9,8.23,8.3
1,109,1,0,0.0,1,264.7,69,71.0,15.25,9.5
0,65,1,1,3.24,1,282.3,70,93.4,7.6,12.0
0,63,1,0,0.37,0,211.2,80,60.7,11.89,12.3
0,152,1,0,0.0,3,197.1,126,45.0,6.51,7.4
0,147,1,0,0.0,1,205.3,95,50.0,8.34,7.8
0,112,1,1,2.48,2,181.8,110,75.8,11.41,9.2
0,120,1,0,0.0,2,252.0,120,56.0,7.51,9.6
0,27,1,0,0.0,0,193.8,102,44.0,5.95,9.2
0,171,1,0,0.0,1,231.2,135,56.0,9.44,12.3
0,101,1,1,4.19,0,200.1,108,92.9,9.45,15.5
0,32,1,1,4.4,1,266.7,109,110.0,11.62,16.3
0,3,1,1,3.21,2,118.1,117,71.1,11.08,11.9
0,151,1,0,0.43,0,175.3,106,47.3,7.22,11.8
0,60,1,0,0.35,3,125.1,99,46.5,12.44,11.2
0,119,1,0,0.39,1,176.8,90,53.9,11.24,7.5
0,43,1,0,0.0,1,241.9,101,53.0,6.47,5.9
0,42,1,0,0.0,0,241.2,134,51.0,5.83,10.6
0,84,1,0,0.0,1,217.1,99,57.0,11.8,9.4
0,65,1,0,0.33,0,195.4,110,52.3,9.06,8.9
1,75,0,0,0.0,1,222.4,78,66.0,16.35,8.7
0,116,1,0,0.0,1,189.5,90,49.0,9.49,13.1
0,107,1,0,0.0,0,123.1,100,35.0,7.92,9.3
0,189,1,1,3.08,3,256.7,98,87.8,7.53,11.4
0,123,1,0,0.0,1,159.1,94,48.0,12.08,6.5
0,110,1,0,0.24,3,100.1,90,39.4,11.67,11.1
0,63,1,1,2.32,1,30.9,113,45.2,9.35,8.6
0,176,1,0,0.0,3,223.2,76,57.0,10.72,10.1
0,108,1,0,0.0,1,187.4,101,49.0,10.0,12.6
0,13,1,1,3.27,3,315.6,105,104.7,10.45,12.1
0,71,1,0,0.0,1,277.5,104,59.0,6.59,8.2
0,88,1,0,0.0,2,189.8,111,50.0,9.87,14.9
0,137,1,0,0.0,1,147.2,119,42.0,9.64,10.2
0,82,1,0,0.0,4,185.8,36,56.0,13.83,5.7
0,92,1,1,2.16,3,155.4,110,64.6,9.43,8.0
0,165,1,0,0.0,6,154.2,91,50.0,13.43,10.9
0,96,1,0,0.0,1,97.6,98,26.0,5.28,11.6
0,156,1,0,0.33,1,178.8,94,49.3,8.92,7.5
0,63,1,0,0.0,0,149.3,104,49.0,13.68,9.1
0,37,1,0,0.0,0,206.0,89,51.0,9.3,8.4
0,98,1,0,0.0,0,216.8,86,54.0,9.54,11.0
0,121,1,0,0.0,0,103.3,110,29.0,6.46,10.7
0,94,1,0,0.15,0,139.4,95,39.5,7.96,7.7
0,99,1,0,0.0,1,191.2,110,47.0,8.2,14.1
0,163,1,1,2.81,1,160.0,104,72.1,9.47,10.4
0,161,1,0,0.32,3,221.7,95,58.2,9.65,6.5
0,99,1,0,0.0,1,62.9,81,31.0,11.55,8.5
0,108,1,0,0.0,1,215.6,78,54.0,9.77,3.6
0,84,1,1,2.05,3,165.3,97,68.5,11.18,7.6
0,83,0,1,2.86,2,94.7,111,58.6,7.72,10.6
0,139,1,0,0.0,2,203.2,81,48.0,7.63,9.7
0,69,1,0,0.29,3,195.3,70,54.9,10.84,12.5
0,129,1,0,0.0,4,143.7,114,50.0,14.89,11.4
0,106,1,0,0.31,2,114.4,104,30.1,3.92,0.0
0,158,1,0,0.0,2,222.8,101,56.0,10.15,6.9
0,168,1,1,1.97,2,175.9,70,67.7,10.59,7.3
1,115,0,0,0.0,1,249.9,95,64.0,12.13,15.3
0,57,0,1,3.08,2,234.5,130,87.8,9.76,11.4
0,67,1,0,0.0,1,210.7,116,55.0,10.96,7.2
0,127,1,0,0.0,1,182.3,124,46.0,8.5,9.3
0,78,1,0,0.0,2,190.3,88,49.0,9.73,11.7
0,100,1,1,2.0,0,177.1,88,65.0,8.19,7.4
1,103,1,1,2.94,6,87.2,92,59.4,8.47,10.9
0,113,1,0,0.0,1,215.6,96,54.0,9.67,13.5
0,78,1,0,0.0,3,137.4,109,44.0,11.88,14.0
0,129,1,1,4.43,1,192.8,103,92.3,8.85,16.4
0,57,1,0,0.2,2,149.3,100,45.0,10.01,11.9
0,82,1,0,0.0,1,143.7,116,39.0,8.54,7.8
0,64,1,0,0.0,1,224.8,111,55.0,9.5,9.2
0,86,1,1,3.43,2,261.2,122,97.3,10.71,12.7
0,151,1,1,3.62,0,196.5,98,85.2,8.79,13.4
1,94,1,0,0.0,3,271.2,105,64.0,10.13,11.5
0,90,1,0,0.0,2,207.2,121,61.0,14.63,8.0
0,48,1,0,0.0,2,300.4,94,63.0,6.66,7.2
0,85,1,1,2.57,2,229.6,123,76.7,6.62,9.5
0,93,0,1,3.27,1,187.5,110,79.7,8.49,12.1
0,169,0,0,0.0,3,57.1,98,27.0,9.99,6.5
1,68,1,0,0.0,5,162.1,86,41.0,7.75,11.0
1,91,0,0,0.0,2,145.0,89,40.0,8.79,16.7
0,68,1,0,0.0,1,159.5,123,48.0,12.04,11.4
0,101,1,0,0.0,1,190.7,72,51.0,10.43,8.8
0,67,1,1,2.54,1,230.6,40,81.4,9.46,9.4
0,66,1,0,0.0,0,34.0,133,30.0,13.93,11.5
0,116,1,1,3.08,5,193.4,112,84.8,12.03,11.4
0,158,1,0,0.0,1,202.0,126,49.0,8.18,10.4
0,78,1,0,0.0,1,191.7,122,54.0,12.07,9.1
0,119,1,1,1.78,1,161.3,97,66.8,12.52,6.6
0,120,1,0,0.3,1,150.6,85,39.0,5.95,6.4
0,155,1,0,0.34,1,184.6,102,52.4,9.8,7.8
0,106,1,0,0.0,1,220.7,120,61.0,13.51,8.7
0,87,0,0,0.0,1,167.3,119,46.0,9.93,11.0
0,146,1,1,2.21,3,154.0,80,64.1,9.28,8.2
0,101,1,1,2.73,0,121.1,116,64.3,9.32,10.1
0,22,1,1,3.43,3,182.1,94,79.3,8.23,12.7
0,90,1,0,0.0,2,109.6,88,31.0,6.88,11.0
0,41,1,0,0.34,1,209.9,105,50.4,6.1,9.6
0,69,1,0,0.0,2,167.5,76,50.0,12.11,11.4
0,33,1,0,0.0,2,213.9,88,57.0,11.99,9.8
0,112,1,0,0.0,1,115.8,108,41.0,12.17,13.1
0,108,1,1,2.65,2,276.6,99,92.5,11.01,9.8
0,136,1,1,2.57,2,179.4,88,71.7,9.06,9.5
0,128,1,0,0.0,1,187.3,84,55.0,13.54,10.1
0,27,1,0,0.0,2,201.2,128,54.0,11.36,8.4
0,161,0,0,0.0,1,189.6,78,55.0,13.37,1.3
0,33,1,1,4.05,0,186.8,124,94.5,13.05,15.0
0,120,1,1,3.08,0,153.5,83,75.8,10.96,11.4
0,113,1,0,0.0,2,187.6,97,50.0,10.41,8.7
1,122,0,0,0.0,0,230.9,132,60.0,12.16,11.0
0,148,1,1,4.1,2,244.9,150,93.0,5.9,15.2
0,74,1,0,0.0,3,230.9,93,59.0,11.15,9.7
0,106,1,0,0.26,1,187.1,104,56.6,12.51,11.0
0,179,1,0,0.0,1,170.7,54,46.0,9.56,13.3
1,149,0,1,2.38,5,126.9,97,59.8,8.35,8.8
0,77,1,0,0.0,0,189.5,112,50.0,10.35,9.2
1,127,0,0,0.0,1,176.9,110,45.0,8.4,7.7
0,80,1,0,0.0,1,161.1,99,45.0,9.94,10.6
0,106,1,0,0.0,1,169.4,107,46.0,9.86,10.7
0,61,1,1,2.84,0,254.4,133,85.4,8.09,10.5
0,135,0,1,1.57,2,127.7,54,55.7,10.75,5.8
0,115,1,1,3.67,6,170.5,107,84.7,10.86,13.6
0,167,0,0,0.0,2,219.1,100,58.0,12.15,10.1
0,107,0,0,0.0,2,273.5,104,63.0,9.19,11.0
0,112,0,0,0.0,1,161.9,138,45.0,10.05,10.7
0,35,1,1,2.54,1,241.7,87,79.4,7.1,9.4
0,103,0,0,0.38,3,62.8,124,29.8,8.52,9.4
0,107,1,1,3.02,1,281.1,83,90.2,7.19,11.2
0,69,1,0,0.0,3,228.2,70,62.0,13.19,10.7
0,85,1,0,0.0,0,209.8,82,53.0,9.73,11.3
1,24,1,0,0.0,2,265.6,86,63.0,10.44,11.1
0,90,1,0,0.0,2,214.9,97,47.0,5.89,11.8
0,137,1,0,0.0,3,110.5,79,38.0,11.16,10.5
0,92,0,1,2.03,0,281.1,88,85.3,9.9,7.5
0,38,1,0,0.0,2,137.8,86,48.0,14.32,14.1
1,69,0,1,2.21,1,271.5,98,90.1,12.67,8.2
0,45,1,0,0.0,2,112.8,108,38.0,10.94,9.0
0,73,1,0,0.0,1,187.3,118,53.0,11.99,15.1
0,92,1,0,0.0,1,197.0,84,57.0,13.47,10.8
0,113,1,1,2.27,1,180.4,89,64.7,6.47,8.4
1,68,0,0,0.0,1,148.5,126,44.0,10.97,14.5
0,135,1,1,3.94,2,197.1,113,95.4,12.97,14.6
0,100,1,1,4.29,1,153.7,115,80.9,6.89,15.9
0,96,1,1,3.05,1,261.3,96,94.5,11.05,11.3
0,108,1,0,0.0,1,246.2,102,60.0,10.12,9.4
0,84,1,0,0.0,0,191.0,88,60.0,15.94,6.5
0,134,1,0,0.35,1,208.3,86,60.5,12.68,12.6
0,72,1,0,0.0,0,253.0,73,62.0,10.97,9.8
0,83,1,0,0.0,0,202.3,87,52.0,10.08,6.8
0,137,1,0,0.0,0,174.4,120,43.0,7.82,10.2
0,56,1,1,3.27,1,127.1,89,69.7,8.61,12.1
0,61,0,1,3.05,0,143.5,76,76.5,12.13,11.3
0,171,1,1,1.57,1,186.9,94,68.7,12.0,5.8
0,123,1,0,0.0,1,194.0,118,54.0,12.1,12.1
0,58,1,0,0.19,0,234.8,89,50.9,5.34,9.9
0,156,1,0,0.0,1,123.7,96,30.0,5.15,13.1
0,166,1,0,0.0,0,173.9,103,54.0,13.82,15.3
0,75,1,1,3.35,1,130.9,115,73.5,10.17,12.4
1,75,1,0,0.0,2,314.6,102,68.0,8.49,5.7
0,83,1,0,0.0,1,227.9,78,57.0,10.38,12.1
0,243,1,0,0.0,2,95.5,92,31.0,8.19,6.6
0,153,1,0,0.0,1,185.3,127,50.0,10.4,15.1
0,150,1,0,0.26,1,146.3,133,45.6,10.14,13.1
0,92,1,1,3.43,2,184.0,99,72.3,3.82,12.7
0,80,1,0,0.0,0,105.8,110,22.0,2.2,13.1
0,134,1,0,0.31,1,178.0,110,47.1,7.69,11.7
0,77,1,1,2.73,1,149.4,74,63.3,6.2,10.1
0,147,1,0,0.0,2,209.4,104,47.0,6.63,11.3
0,74,1,0,0.0,1,172.1,105,48.0,10.59,11.6
0,138,0,0,0.0,1,169.3,82,48.0,10.9,9.4
0,143,1,0,0.42,0,119.1,117,49.2,14.39,12.2
0,64,1,0,0.0,2,194.2,147,48.0,8.67,5.5
0,120,1,0,0.0,2,198.8,56,54.0,11.51,9.9
1,121,0,0,0.0,3,167.7,94,37.0,4.69,13.4
0,88,1,0,0.0,2,202.2,86,53.0,10.84,11.8
1,87,1,0,0.0,2,322.5,106,73.0,10.23,9.4
0,100,1,0,0.3,0,216.2,107,59.0,10.78,10.2
0,104,1,0,0.0,3,76.4,116,23.0,5.78,9.4
0,27,1,0,0.0,1,72.7,75,31.0,10.43,9.9
0,81,1,1,2.62,0,210.4,100,81.2,11.28,9.7
0,64,0,1,2.19,0,127.2,93,57.9,8.15,8.1
0,107,1,1,3.21,1,201.8,79,93.1,15.25,11.9
0,88,1,1,4.35,1,219.5,78,100.5,11.11,16.1
0,111,1,0,0.0,3,99.3,112,40.0,13.53,9.0
0,77,1,0,0.0,5,239.2,114,54.0,7.5,10.3
0,67,0,0,0.0,2,120.9,58,41.0,11.75,11.4
0,102,1,0,0.0,1,224.7,81,50.0,6.47,15.8
0,146,1,1,3.94,1,176.6,88,83.4,8.14,14.6
0,144,1,1,2.7,1,283.9,98,92.0,9.6,10.0
1,96,1,0,0.0,1,180.6,92,47.0,9.55,10.3
0,70,1,1,2.78,1,125.9,101,66.8,9.82,10.3
0,149,1,0,0.0,0,237.6,79,57.0,9.62,9.1
0,129,1,0,0.0,2,198.4,91,57.0,13.24,9.2
0,166,1,0,0.0,0,274.3,110,52.0,2.65,10.9
1,136,0,0,0.0,3,199.6,89,52.0,10.57,11.0
0,149,1,0,0.0,3,217.7,91,61.0,13.68,9.6
0,70,1,0,0.0,3,134.7,96,43.0,11.8,7.6
0,120,1,1,2.62,2,212.7,73,85.2,12.88,9.7
0,66,1,0,0.0,2,256.3,135,59.0,9.01,6.2
0,104,1,0,0.27,1,183.6,133,44.7,6.04,12.7
0,160,1,0,0.0,1,176.2,90,47.0,9.8,9.2
0,129,1,1,3.16,1,205.0,94,80.6,8.27,11.7
1,93,1,0,0.0,3,267.9,114,65.0,11.15,11.3
0,169,1,0,0.0,2,179.2,111,46.0,8.76,9.9
0,58,1,0,0.0,1,149.4,145,43.0,9.83,14.9
0,75,1,1,3.54,3,163.6,132,76.4,7.34,13.1
0,45,1,0,0.0,1,207.6,71,49.0,7.64,12.4
0,155,1,0,0.0,3,165.4,108,44.0,9.19,8.9
0,52,1,0,0.0,4,209.8,114,51.0,8.57,9.9
0,119,1,1,3.0,0,220.1,128,91.0,13.41,11.1
0,86,1,0,0.0,1,141.3,72,38.0,7.72,8.2
